phyto_name,lake,stationid,device,mesh_um,integrated_y_n,min_depth_m,max_depth_m,date_dd_mm_yyyy,cell_colony_density_ind_l,biovol_um3_ml,biomass_ug_l,genus,MFG,CSR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,7679.43,1580.834286,1.580834286,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,4188.78,1499.415689,1.499415689,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,4188.78,13527.79847,13.52779847,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,1396.26,3765.607254,3.765607254,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,192683.88,28990.49209,28.99049209,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,32113.98,6921.73026,6.92173026,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,16056.99,16118.76363,16.11876363,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,54454.14,3979.976201,3.979976201,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,30019.59,5516.323637,5.516323637,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,2094.39,1299.281869,1.299281869,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,19547.64,7264.364817,7.264364817,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,2094.39,13512.0438,13.5120438,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,3490.65,1242.893304,1.242893304,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,11868.21,6097.22976,6.09722976,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,4886.91,939.8749658,0.939874966,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,34208.37,40582.26331,40.58226331,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,698.13,828.6244596,0.82862446,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,112398.93,14436.99641,14.43699641,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,19547.64,35643.77904,35.64377904,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,1396.26,8603.426602,8.603426602,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,07/08/2018,1396.26,181471.573,181.471573,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,2094.39,1082.099431,1.082099431,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,3490.65,3091.034559,3.091034559,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,698.13,49512.86894,49.51286894,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,27227.07,4877.100995,4.877100995,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,6283.17,4385.424963,4.385424963,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,3490.65,863.3940397,0.86339404,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,698.13,82.0782121,0.082078212,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,698.13,1094.815329,1.094815329,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,7679.43,1580.834286,1.580834286,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,17453.25,20705.23638,20.70523638,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,698.13,249.9026148,0.249902615,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,4188.78,13527.79847,13.52779847,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,3490.65,9414.018136,9.414018136,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,2094.39,1790.420707,1.790420707,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,52359.75,7877.851112,7.877851112,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,15358.86,3310.392733,3.310392733,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,5585.04,5606.526481,5.606526481,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,9773.82,1404.697483,1.404697483,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,24434.55,1785.886757,1.785886757,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,32812.11,6029.470022,6.029470022,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,2792.52,1732.375825,1.732375825,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,17453.25,6486.040015,6.486040015,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,2094.39,1075.981722,1.075981722,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,2094.39,402.8035568,0.402803557,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,698.13,828.6244596,0.82862446,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,204552.09,26273.54004,26.27354004,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,698.13,725.9420286,0.725942029,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,5585.04,10183.93687,10.18393687,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,21/08/2018,400,51987.90282,51.98790282,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,698.13,360.6998105,0.36069981,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,3490.65,3091.034559,3.091034559,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,698.13,49512.86894,49.51286894,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,9773.82,1750.754203,1.750754203,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,4188.78,2923.616642,2.923616642,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,49567.23,12260.19536,12.26019536,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,698.13,82.0782121,0.082078212,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,6981.3,1437.122078,1.437122078,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,16755.12,1232.923048,1.232923048,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,698.13,249.9026148,0.249902615,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,5585.04,18037.06463,18.03706463,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,3490.65,9414.018136,9.414018136,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,2792.52,2387.22761,2.38722761,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,50963.49,7667.775083,7.667775083,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,7679.43,1655.196366,1.655196366,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,2094.39,2102.44743,2.10244743,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,25830.81,1887.937429,1.887937429,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,25132.68,4618.317463,4.618317463,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,1396.26,866.1879126,0.866187913,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,11170.08,4151.06561,4.15106561,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,4188.78,27024.08761,27.02408761,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,1396.26,497.1573214,0.497157321,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,4886.91,2510.624019,2.510624019,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,3490.65,671.3392613,0.671339261,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,1396.26,1345.607206,1.345607206,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,18151.38,21533.44584,21.53344584,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,698.13,72.52121649,0.072521216,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,94945.68,12195.22678,12.19522678,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,2792.52,2903.768114,2.903768114,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,12566.34,22913.85795,22.91385795,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,03/09/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,8377.56,4328.397726,4.328397726,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,2792.52,2472.827647,2.472827647,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,6283.17,1125.484845,1.125484845,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,5585.04,3898.155523,3.898155523,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,6283.17,1554.109271,1.554109271,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,4886.91,1005.985455,1.005985455,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,16755.12,19877.02693,19.87702693,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,8377.56,27055.59695,27.05559695,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,11868.21,32007.66166,32.00766166,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,698.13,596.8069025,0.596806902,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,24434.55,3676.330519,3.676330519,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,4886.91,1053.306779,1.053306779,Fragilaria,6b1-LColPenn,R
